patch_id,raw_changed_lines,normalized_changed_lines,normalization_applied,verification_status
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-36-Kali-plausible,4,2,True,PASS
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-45-Kali-plausible,4,2,True,PASS
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-46-Kali-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-49-Kali-plausible,4,2,True,PASS
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-5-Kali-plausible,4,2,True,PASS
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-50-Kali-plausible,4,2,True,PASS
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-55-Kali-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-59-Kali-plausible,4,4,False,PASS
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-61-Kali-plausible,4,2,True,PASS
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-64-Kali-plausible,4,2,True,PASS
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-67-Kali-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-68-Kali-plausible,7,7,False,PASS
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-7-Kali-plausible,4,2,True,PASS
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-72-Kali-plausible,4,2,True,PASS
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-75-Kali-plausible,5,5,False,PASS
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-76-Kali-plausible,4,2,True,PASS
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-78-Kali-plausible,4,2,True,PASS
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-8-Kali-plausible,4,2,True,PASS
Patches_ICSE__Doverfitting__Kali__Math__patch1-Math-2-Kali-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__Kali__Math__patch1-Math-28-Kali-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__Kali__Math__patch1-Math-31-Kali-plausible,4,2,True,PASS
Patches_ICSE__Doverfitting__Kali__Math__patch1-Math-32-Kali-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__Kali__Math__patch1-Math-49-Kali-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__Kali__Math__patch1-Math-80-Kali-plausible,4,2,True,PASS
Patches_ICSE__Doverfitting__Kali__Math__patch1-Math-81-Kali-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__Kali__Math__patch1-Math-84-Kali-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__Kali__Math__patch1-Math-95-Kali-plausible,4,2,True,PASS
Patches_ICSE__Doverfitting__Nopol__Chart__patch1-Chart-13-Nopol-plausible,16,16,False,PASS
Patches_ICSE__Doverfitting__Nopol__Chart__patch1-Chart-17-Nopol-plausible,4,4,False,PASS
Patches_ICSE__Doverfitting__Nopol__Chart__patch1-Chart-21-Nopol-plausible,4,4,False,PASS
Patches_ICSE__Doverfitting__Nopol__Chart__patch1-Chart-25-Nopol-plausible,16,16,False,PASS
Patches_ICSE__Doverfitting__Nopol__Chart__patch1-Chart-5-Nopol-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__Nopol__Chart__patch1-Chart-9-Nopol-plausible,4,4,False,PASS
Patches_ICSE__Doverfitting__Nopol__Lang__patch1-Lang-44-Nopol-plausible,16,16,False,PASS
Patches_ICSE__Doverfitting__Nopol__Lang__patch1-Lang-51-Nopol-plausible,8,6,True,PASS
Patches_ICSE__Doverfitting__Nopol__Lang__patch1-Lang-53-Nopol-plausible,8,8,False,PASS
Patches_ICSE__Doverfitting__Nopol__Lang__patch1-Lang-55-Nopol-plausible,4,4,False,PASS
Patches_ICSE__Doverfitting__Nopol__Lang__patch1-Lang-58-Nopol-plausible,4,4,False,PASS
Patches_ICSE__Doverfitting__Nopol__Math__patch1-Math-105-Nopol-plausible,4,4,False,PASS
Patches_ICSE__Doverfitting__Nopol__Math__patch1-Math-18-Nopol-plausible,4,4,False,PASS
Patches_ICSE__Doverfitting__Nopol__Math__patch1-Math-2-Nopol-plausible,6,6,False,PASS
Patches_ICSE__Doverfitting__Nopol__Math__patch1-Math-20-Nopol-plausible,4,4,False,PASS
Patches_ICSE__Doverfitting__Nopol__Math__patch1-Math-33-Nopol-plausible,4,4,False,PASS
Patches_ICSE__Doverfitting__Nopol__Math__patch1-Math-4-Nopol-plausible,4,4,False,PASS
Patches_ICSE__Doverfitting__Nopol__Math__patch1-Math-41-Nopol-plausible,4,4,False,PASS
Patches_ICSE__Doverfitting__Nopol__Math__patch1-Math-42-Nopol-plausible,4,4,False,PASS
Patches_ICSE__Doverfitting__Nopol__Math__patch1-Math-49-Nopol-plausible,8,8,False,PASS
Patches_ICSE__Doverfitting__Nopol__Math__patch1-Math-58-Nopol-plausible,8,8,False,PASS
Patches_ICSE__Doverfitting__Nopol__Math__patch1-Math-69-Nopol-plausible,14,14,False,PASS
Patches_ICSE__Doverfitting__Nopol__Math__patch1-Math-7-Nopol-plausible,4,4,False,PASS
Patches_ICSE__Doverfitting__Nopol__Math__patch1-Math-73-Nopol-plausible,6,6,False,PASS
Patches_ICSE__Doverfitting__Nopol__Math__patch1-Math-78-Nopol-plausible,4,4,False,PASS
Patches_ICSE__Doverfitting__Nopol__Math__patch1-Math-80-Nopol-plausible,10,10,False,PASS
Patches_ICSE__Doverfitting__Nopol__Math__patch1-Math-81-Nopol-plausible,4,4,False,PASS
Patches_ICSE__Doverfitting__Nopol__Math__patch1-Math-82-Nopol-plausible,4,4,False,PASS
Patches_ICSE__Doverfitting__Nopol__Math__patch1-Math-87-Nopol-plausible,4,4,False,PASS
Patches_ICSE__Doverfitting__Nopol__Time__patch1-Time-14-Nopol-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__RSRepair__Chart__patch1-Chart-12-RSRepair-plausible,5,3,True,PASS
Patches_ICSE__Doverfitting__RSRepair__Chart__patch1-Chart-13-RSRepair-plausible,3,3,False,PASS
Patches_ICSE__Doverfitting__RSRepair__Chart__patch1-Chart-25-RSRepair-plausible,6,4,True,PASS
Patches_ICSE__Doverfitting__RSRepair__Chart__patch1-Chart-5-RSRepair-plausible,11,11,False,PASS
Patches_ICSE__Doverfitting__RSRepair__Closure__patch1-Closure-10-RSRepair-plausible,3,3,False,PASS
Patches_ICSE__Doverfitting__RSRepair__Closure__patch1-Closure-112-RSRepair-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__RSRepair__Closure__patch1-Closure-114-RSRepair-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__RSRepair__Closure__patch1-Closure-120-RSRepair-plausible,1,1,False,PASS
Patches_ICSE__Doverfitting__RSRepair__Closure__patch1-Closure-121-RSRepair-plausible,1,1,False,PASS
Patches_ICSE__Doverfitting__RSRepair__Closure__patch1-Closure-124-RSRepair-plausible,11,11,False,PASS
Patches_ICSE__Doverfitting__RSRepair__Closure__patch1-Closure-127-RSRepair-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__RSRepair__Closure__patch1-Closure-129-RSRepair-plausible,1,1,False,PASS
Patches_ICSE__Doverfitting__RSRepair__Closure__patch1-Closure-130-RSRepair-plausible,4,4,False,PASS
Patches_ICSE__Doverfitting__RSRepair__Closure__patch1-Closure-21-RSRepair-plausible,7,7,False,PASS
Patches_ICSE__Doverfitting__RSRepair__Closure__patch1-Closure-22-RSRepair-plausible,9,9,False,PASS
Patches_ICSE__Doverfitting__RSRepair__Closure__patch1-Closure-31-RSRepair-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__RSRepair__Closure__patch1-Closure-33-RSRepair-plausible,1,1,False,PASS
Patches_ICSE__Doverfitting__RSRepair__Closure__patch1-Closure-45-RSRepair-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__RSRepair__Closure__patch1-Closure-55-RSRepair-plausible,12,12,False,PASS
Patches_ICSE__Doverfitting__RSRepair__Closure__patch1-Closure-59-RSRepair-plausible,1,1,False,PASS
Patches_ICSE__Doverfitting__RSRepair__Closure__patch1-Closure-61-RSRepair-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__RSRepair__Closure__patch1-Closure-67-RSRepair-plausible,1,1,False,PASS
Patches_ICSE__Doverfitting__RSRepair__Closure__patch1-Closure-75-RSRepair-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__RSRepair__Closure__patch1-Closure-78-RSRepair-plausible,1,1,False,PASS
Patches_ICSE__Doverfitting__RSRepair__Lang__patch1-Lang-13-RSRepair-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__RSRepair__Lang__patch1-Lang-16-RSRepair-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__RSRepair__Lang__patch1-Lang-7-RSRepair-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__RSRepair__Math__patch1-Math-103-RSRepair-plausible,15,13,True,PASS
Patches_ICSE__Doverfitting__RSRepair__Math__patch1-Math-2-RSRepair-plausible,3,3,False,PASS
Patches_ICSE__Doverfitting__RSRepair__Math__patch1-Math-28-RSRepair-plausible,1,1,False,PASS
Patches_ICSE__Doverfitting__RSRepair__Math__patch1-Math-33-RSRepair-plausible,3,3,False,PASS
Patches_ICSE__Doverfitting__RSRepair__Math__patch1-Math-40-RSRepair-plausible,3,1,True,PASS
Patches_ICSE__Doverfitting__RSRepair__Math__patch1-Math-58-RSRepair-plausible,16,14,True,PASS
Patches_ICSE__Doverfitting__RSRepair__Math__patch1-Math-80-RSRepair-plausible,9,9,False,PASS
Patches_ICSE__Doverfitting__RSRepair__Math__patch1-Math-81-RSRepair-plausible,3,1,True,PASS
Patches_ICSE__Doverfitting__RSRepair__Math__patch1-Math-82-RSRepair-plausible,1,1,False,PASS
Patches_ICSE__Doverfitting__RSRepair__Math__patch1-Math-84-RSRepair-plausible,10,8,True,PASS
Patches_ICSE__Doverfitting__RSRepair__Math__patch1-Math-85-RSRepair-plausible,9,9,False,PASS
Patches_ICSE__Doverfitting__RSRepair__Math__patch1-Math-95-RSRepair-plausible,3,3,False,PASS
Patches_ICSE__Doverfitting__SimFix__Chart__patch1-Chart-12-SimFix-plausible,3,3,False,PASS
Patches_ICSE__Doverfitting__SimFix__Chart__patch1-Chart-18-SimFix-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__SimFix__Chart__patch1-Chart-22-SimFix-plausible,3,3,False,PASS
Patches_ICSE__Doverfitting__SimFix__Chart__patch1-Chart-25-SimFix-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__SimFix__Chart__patch1-Chart-3-SimFix-plausible,1,1,False,PASS
Patches_ICSE__Doverfitting__SimFix__Closure__patch1-Closure-106-SimFix-plausible,1,1,False,PASS
Patches_ICSE__Doverfitting__SimFix__Closure__patch1-Closure-107-SimFix-plausible,10,10,False,PASS
Patches_ICSE__Doverfitting__SimFix__Closure__patch1-Closure-108-SimFix-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__SimFix__Closure__patch1-Closure-109-SimFix-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__SimFix__Closure__patch1-Closure-126-SimFix-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__SimFix__Closure__patch1-Closure-14-SimFix-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__SimFix__Closure__patch1-Closure-21-SimFix-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__SimFix__Closure__patch1-Closure-22-SimFix-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__SimFix__Closure__patch1-Closure-26-SimFix-plausible,1,1,False,PASS
Patches_ICSE__Doverfitting__SimFix__Closure__patch1-Closure-38-SimFix-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__SimFix__Closure__patch1-Closure-46-SimFix-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__SimFix__Closure__patch1-Closure-57-SimFix-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__SimFix__Lang__patch1-Lang-1-SimFix-plausible,6,6,False,PASS
Patches_ICSE__Doverfitting__SimFix__Lang__patch1-Lang-10-SimFix-plausible,1,1,False,PASS
Patches_ICSE__Doverfitting__SimFix__Lang__patch1-Lang-12-SimFix-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__SimFix__Lang__patch1-Lang-16-SimFix-plausible,1,1,False,PASS
Patches_ICSE__Doverfitting__SimFix__Lang__patch1-Lang-27-SimFix-plausible,1,1,False,PASS
Patches_ICSE__Doverfitting__SimFix__Lang__patch1-Lang-41-SimFix-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__SimFix__Lang__patch1-Lang-45-SimFix-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__SimFix__Lang__patch1-Lang-50-SimFix-plausible,3,3,False,PASS
Patches_ICSE__Doverfitting__SimFix__Lang__patch1-Lang-61-SimFix-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__SimFix__Lang__patch1-Lang-63-SimFix-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__SimFix__Lang__patch1-Lang-9-SimFix-plausible,1,1,False,PASS
Patches_ICSE__Doverfitting__SimFix__Math__patch1-Math-1-SimFix-plausible,4,4,False,PASS
Patches_ICSE__Doverfitting__SimFix__Math__patch1-Math-43-SimFix-plausible,1,1,False,PASS
Patches_ICSE__Doverfitting__SimFix__Math__patch1-Math-44-SimFix-plausible,1,1,False,PASS
Patches_ICSE__Doverfitting__SimFix__Math__patch1-Math-50-SimFix-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__SimFix__Math__patch1-Math-6-SimFix-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__SimFix__Math__patch1-Math-63-SimFix-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__SimFix__Math__patch1-Math-69-SimFix-plausible,4,4,False,PASS
Patches_ICSE__Doverfitting__SimFix__Math__patch1-Math-73-SimFix-plausible,5,5,False,PASS
Patches_ICSE__Doverfitting__SimFix__Math__patch1-Math-8-SimFix-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__SimFix__Math__patch1-Math-80-SimFix-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__SimFix__Math__patch1-Math-81-SimFix-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__SimFix__Math__patch1-Math-82-SimFix-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__SimFix__Math__patch1-Math-84-SimFix-plausible,5,5,False,PASS
Patches_ICSE__Doverfitting__SimFix__Math__patch1-Math-85-SimFix-plausible,9,9,False,PASS
Patches_ICSE__Doverfitting__SimFix__Math__patch1-Math-88-SimFix-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__TBar__Chart__patch1-Chart-12-TBar-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__TBar__Chart__patch1-Chart-13-TBar-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__TBar__Chart__patch1-Chart-14-TBar-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__TBar__Chart__patch1-Chart-15-TBar-plausible,381,379,True,PASS
Patches_ICSE__Doverfitting__TBar__Chart__patch1-Chart-25-TBar-plausible,44,42,True,PASS
Patches_ICSE__Doverfitting__TBar__Chart__patch1-Chart-26-TBar-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__TBar__Chart__patch1-Chart-3-TBar-plausible,3,1,True,PASS
Patches_ICSE__Doverfitting__TBar__Chart__patch1-Chart-5-TBar-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__TBar__Chart__patch1-Chart-7-TBar-plausible,3,3,False,PASS
Patches_ICSE__Doverfitting__TBar__Closure__patch1-Closure-107-TBar-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__TBar__Closure__patch1-Closure-109-TBar-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__TBar__Closure__patch1-Closure-115-TBar-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__TBar__Closure__patch1-Closure-12-TBar-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__TBar__Closure__patch1-Closure-126-TBar-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__TBar__Closure__patch1-Closure-133-TBar-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__TBar__Closure__patch1-Closure-21-TBar-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__TBar__Closure__patch1-Closure-22-TBar-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__TBar__Closure__patch1-Closure-66-TBar-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-13-TBar-plausible,18,18,False,PASS
Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-18-TBar-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-20-TBar-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-22-TBar-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-24-TBar-plausible,3,3,False,PASS
Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-27-TBar-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-39-TBar-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-41-TBar-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-43-TBar-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-44-TBar-plausible,4,4,False,PASS
Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-45-TBar-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-51-TBar-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-58-TBar-plausible,4,4,False,PASS
Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-60-TBar-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-63-TBar-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-15-TBar-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-2-TBar-plausible,4,4,False,PASS
Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-50-TBar-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-6-TBar-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-62-TBar-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-63-TBar-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-8-TBar-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-80-TBar-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-81-TBar-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-82-TBar-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-84-TBar-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-85-TBar-plausible,7,7,False,PASS
Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-88-TBar-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-95-TBar-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-96-TBar-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__jGenProg__Chart__patch1-Chart-13-jGenProg-plausible,300,294,True,PASS
Patches_ICSE__Doverfitting__jGenProg__Chart__patch1-Chart-25-jGenProg-plausible,16,16,False,PASS
Patches_ICSE__Doverfitting__jGenProg__Chart__patch1-Chart-3-jGenProg-plausible,1,1,False,PASS
Patches_ICSE__Doverfitting__jGenProg__Chart__patch1-Chart-5-jGenProg-plausible,4,4,False,PASS
Patches_ICSE__Doverfitting__jGenProg__Chart__patch1-Chart-7-jGenProg-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__jGenProg__Closure__patch1-Closure-21-jGenProg-plausible,12,12,False,PASS
Patches_ICSE__Doverfitting__jGenProg__Closure__patch1-Closure-22-jGenProg-plausible,18,18,False,PASS
Patches_ICSE__Doverfitting__jGenProg__Lang__patch1-Lang-27-jGenProg-plausible,4,4,False,PASS
Patches_ICSE__Doverfitting__jGenProg__Lang__patch1-Lang-39-jGenProg-plausible,12,12,False,PASS
Patches_ICSE__Doverfitting__jGenProg__Math__patch1-Math-50-jGenProg-plausible,4,4,False,PASS
Patches_ICSE__Doverfitting__jGenProg__Math__patch1-Math-60-jGenProg-plausible,4,4,False,PASS
Patches_ICSE__Doverfitting__jGenProg__Math__patch1-Math-73-jGenProg-plausible,4,4,False,PASS
Patches_ICSE__Doverfitting__jGenProg__Math__patch1-Math-8-jGenProg-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__jGenProg__Math__patch1-Math-81-jGenProg-plausible,20,20,False,PASS
Patches_ICSE__Doverfitting__jGenProg__Math__patch1-Math-84-jGenProg-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__jGenProg__Math__patch1-Math-85-jGenProg-plausible,12,12,False,PASS
Patches_ICSE__Doverfitting__jGenProg__Math__patch1-Math-95-jGenProg-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__jKali__Chart__patch1-Chart-1-jKali-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__jKali__Chart__patch1-Chart-13-jKali-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__jKali__Chart__patch1-Chart-25-jKali-plausible,8,8,False,PASS
Patches_ICSE__Doverfitting__jKali__Chart__patch1-Chart-5-jKali-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__jKali__Closure__patch1-Closure-101-jKali-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__jKali__Closure__patch1-Closure-21-jKali-plausible,6,6,False,PASS
Patches_ICSE__Doverfitting__jKali__Closure__patch1-Closure-22-jKali-plausible,8,8,False,PASS
Patches_ICSE__Doverfitting__jKali__Closure__patch1-Closure-45-jKali-plausible,3,3,False,PASS
Patches_ICSE__Doverfitting__jKali__Closure__patch1-Closure-46-jKali-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__jKali__Closure__patch1-Closure-62-jKali-plausible,4,4,False,PASS
Patches_ICSE__Doverfitting__jKali__Closure__patch1-Closure-63-jKali-plausible,4,4,False,PASS
Patches_ICSE__Doverfitting__jKali__Lang__patch1-Lang-22-jKali-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__jKali__Lang__patch1-Lang-27-jKali-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__jKali__Math__patch1-Math-2-jKali-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__jKali__Math__patch1-Math-28-jKali-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__jKali__Math__patch1-Math-29-jKali-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__jKali__Math__patch1-Math-32-jKali-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__jKali__Math__patch1-Math-49-jKali-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__jKali__Math__patch1-Math-71-jKali-plausible,1,1,False,PASS
Patches_ICSE__Doverfitting__jKali__Math__patch1-Math-8-jKali-plausible,6,6,False,PASS
Patches_ICSE__Doverfitting__jKali__Math__patch1-Math-80-jKali-plausible,8,8,False,PASS
Patches_ICSE__Doverfitting__jMutRepair__Chart__patch1-Chart-25-jMutRepair-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__jMutRepair__Chart__patch1-Chart-26-jMutRepair-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__jMutRepair__Chart__patch1-Chart-7-jMutRepair-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__jMutRepair__Closure__patch1-Closure-126-jMutRepair-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__jMutRepair__Closure__patch1-Closure-21-jMutRepair-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__jMutRepair__Closure__patch1-Closure-22-jMutRepair-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__jMutRepair__Lang__patch1-Lang-22-jMutRepair-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__jMutRepair__Lang__patch1-Lang-27-jMutRepair-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__jMutRepair__Math__patch1-Math-2-jMutRepair-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__jMutRepair__Math__patch1-Math-28-jMutRepair-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__jMutRepair__Math__patch1-Math-50-jMutRepair-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__jMutRepair__Math__patch1-Math-52-jMutRepair-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__jMutRepair__Math__patch1-Math-57-jMutRepair-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__jMutRepair__Math__patch1-Math-80-jMutRepair-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__jMutRepair__Math__patch1-Math-81-jMutRepair-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__jMutRepair__Math__patch1-Math-84-jMutRepair-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__jMutRepair__Math__patch1-Math-88-jMutRepair-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__kPAR__Chart__patch1-Chart-13-kPAR-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__kPAR__Chart__patch1-Chart-14-kPAR-plausible,5,5,False,PASS
Patches_ICSE__Doverfitting__kPAR__Chart__patch1-Chart-15-kPAR-plausible,5,5,False,PASS
Patches_ICSE__Doverfitting__kPAR__Chart__patch1-Chart-17-kPAR-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__kPAR__Chart__patch1-Chart-25-kPAR-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__kPAR__Chart__patch1-Chart-26-kPAR-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__kPAR__Chart__patch1-Chart-3-kPAR-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__kPAR__Chart__patch1-Chart-5-kPAR-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__kPAR__Chart__patch1-Chart-7-kPAR-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__kPAR__Closure__patch1-Closure-109-kPAR-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__kPAR__Closure__patch1-Closure-115-kPAR-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__kPAR__Closure__patch1-Closure-126-kPAR-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__kPAR__Closure__patch1-Closure-129-kPAR-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__kPAR__Closure__patch1-Closure-35-kPAR-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__kPAR__Closure__patch1-Closure-46-kPAR-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__kPAR__Closure__patch1-Closure-62-kPAR-plausible,3,3,False,PASS
Patches_ICSE__Doverfitting__kPAR__Closure__patch1-Closure-63-kPAR-plausible,3,3,False,PASS
Patches_ICSE__Doverfitting__kPAR__Lang__patch1-Lang-10-kPAR-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__kPAR__Lang__patch1-Lang-16-kPAR-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__kPAR__Lang__patch1-Lang-18-kPAR-plausible,2,2,False,PASS
