sha1,patch_id,bug_id,tool,label,group_size,same_bug,label_conflict
e09b48dfd91e47f0b3dc7bd8b8ebd811a69217ed,Patches_ICSE__Dsame__kPAR__Math__patch1-Math-89-kPAR,Math-89,kPAR,correct,3,True,False
72576f88e9846c25c86d491f0f42415cb2268d8b,Patches_ICSE__Dsame__Arja__Math__patch1-Math-58-Arja,Math-58,Arja,correct,2,True,False
72576f88e9846c25c86d491f0f42415cb2268d8b,Patches_ICSE__Dsame__kPAR__Math__patch1-Math-58-kPAR,Math-58,kPAR,correct,2,True,False
9b7b03fa451778b7be78cb809065ef25ef67fd05,Patches_ICSE__Dsame__Cardumen__Math__patch1-Math-70-Cardumen,Math-70,Cardumen,correct,6,True,False
9b7b03fa451778b7be78cb809065ef25ef67fd05,Patches_ICSE__Dsame__FixMiner__Math__patch1-Math-70-FixMiner,Math-70,FixMiner,correct,6,True,False
9b7b03fa451778b7be78cb809065ef25ef67fd05,Patches_ICSE__Dsame__SimFix__Math__patch1-Math-70-SimFix,Math-70,SimFix,correct,6,True,False
9b7b03fa451778b7be78cb809065ef25ef67fd05,Patches_ICSE__Dsame__TBar__Math__patch1-Math-70-TBar,Math-70,TBar,correct,6,True,False
9b7b03fa451778b7be78cb809065ef25ef67fd05,Patches_ICSE__Dsame__jGenProg__Math__patch1-Math-70-jGenProg,Math-70,jGenProg,correct,6,True,False
9b7b03fa451778b7be78cb809065ef25ef67fd05,Patches_ICSE__Dsame__kPAR__Math__patch1-Math-70-kPAR,Math-70,kPAR,correct,6,True,False
fd9b0d6e98190fd01a10b1aa54b35772a98fc2de,Patches_ICSE__Dsame__FixMiner__Math__patch1-Math-57-FixMiner,Math-57,FixMiner,correct,3,True,False
fd9b0d6e98190fd01a10b1aa54b35772a98fc2de,Patches_ICSE__Dsame__SimFix__Math__patch1-Math-57-SimFix,Math-57,SimFix,correct,3,True,False
fd9b0d6e98190fd01a10b1aa54b35772a98fc2de,Patches_ICSE__Dsame__TBar__Math__patch1-Math-57-TBar,Math-57,TBar,correct,3,True,False
d6ddfc6a8b75de17224ec73a1c697dbb7af2f6d9,Patches_ICSE__Dsame__FixMiner__Math__patch1-Math-75-FixMiner,Math-75,FixMiner,correct,4,True,False
d6ddfc6a8b75de17224ec73a1c697dbb7af2f6d9,Patches_ICSE__Dsame__SimFix__Math__patch1-Math-75-SimFix,Math-75,SimFix,correct,4,True,False
d6ddfc6a8b75de17224ec73a1c697dbb7af2f6d9,Patches_ICSE__Dsame__TBar__Math__patch1-Math-75-TBar,Math-75,TBar,correct,4,True,False
d6ddfc6a8b75de17224ec73a1c697dbb7af2f6d9,Patches_ICSE__Dsame__kPAR__Math__patch1-Math-75-kPAR,Math-75,kPAR,correct,4,True,False
0e3be06461d3bac7a16a094966c55ddcdaa02470,Patches_ICSE__Dsame__FixMiner__Math__patch1-Math-79-FixMiner,Math-79,FixMiner,correct,3,True,False
0e3be06461d3bac7a16a094966c55ddcdaa02470,Patches_ICSE__Dsame__SimFix__Math__patch1-Math-79-SimFix,Math-79,SimFix,correct,3,True,False
0e3be06461d3bac7a16a094966c55ddcdaa02470,Patches_ICSE__Dsame__TBar__Math__patch1-Math-79-TBar,Math-79,TBar,correct,3,True,False
4378e6fcc7583717bea1ac6f00e0ef50509d72a7,Patches_ICSE__Dsame__SimFix__Math__patch1-Math-5-SimFix,Math-5,SimFix,correct,2,True,False
4378e6fcc7583717bea1ac6f00e0ef50509d72a7,Patches_ICSE__Dsame__TBar__Math__patch1-Math-5-TBar,Math-5,TBar,correct,2,True,False
013aa2865be1a8a0fe06d0e9cc5fcf7dad17588c,Patches_ICSE__Dsame__jMutRepair__Closure__patch1-Closure-62-jMutRepair,Closure-62,jMutRepair,correct,2,False,False
013aa2865be1a8a0fe06d0e9cc5fcf7dad17588c,Patches_ICSE__Dsame__jMutRepair__Closure__patch1-Closure-63-jMutRepair,Closure-63,jMutRepair,correct,2,False,False
db3e3133982c7136ae0f84b774cc10d5105b0e0f,Patches_others__Dcorrect__CapGen__Chart__patch1-Chart-1-CapGen,Chart-1,CapGen,correct,2,True,False
db3e3133982c7136ae0f84b774cc10d5105b0e0f,Patches_others__Dcorrect__SOFix__Chart__patch1-Chart-1-SOFix,Chart-1,SOFix,correct,2,True,False
654d831e8e16d0ee6c8ab224dad33d75eb95653b,Patches_others__Dcorrect__CapGen__Chart__patch1-Chart-11-CapGen,Chart-11,CapGen,correct,2,True,False
654d831e8e16d0ee6c8ab224dad33d75eb95653b,Patches_others__Dcorrect__SOFix__Chart__patch1-Chart-11-SOFix,Chart-11,SOFix,correct,2,True,False
afeff6ae4221a9240d76ec0f48e7c08c0bfcd0c4,Patches_others__Dcorrect__CapGen__Chart__patch1-Chart-24-CapGen,Chart-24,CapGen,correct,2,True,False
afeff6ae4221a9240d76ec0f48e7c08c0bfcd0c4,Patches_others__Dcorrect__SketchFix__Chart__patch1-Chart-24-SketchFix,Chart-24,SketchFix,correct,2,True,False
0c057de32de1e0cfb2c73d3b60d663a829dadd53,Patches_others__Dcorrect__CapGen__Chart__patch2-Chart-11-CapGen,Chart-11,CapGen,correct,2,True,False
0c057de32de1e0cfb2c73d3b60d663a829dadd53,Patches_others__Dcorrect__SequenceR__Chart__patch1-Chart-11-SequenceR,Chart-11,SequenceR,correct,2,True,False
74243d136e834478d9447d79a1da83e79c847136,Patches_others__Dcorrect__CapGen__Lang__patch1-Lang-59-CapGen,Lang-59,CapGen,correct,2,True,False
74243d136e834478d9447d79a1da83e79c847136,Patches_others__Dcorrect__SketchFix__Lang__patch1-Lang-59-SketchFix,Lang-59,SketchFix,correct,2,True,False
8251d81dd8ee40881cd2379ce94244a4f27a8b4e,Patches_others__Dcorrect__CapGen__Lang__patch1-Lang-6-CapGen,Lang-6,CapGen,correct,2,True,False
8251d81dd8ee40881cd2379ce94244a4f27a8b4e,Patches_others__Dcorrect__SketchFix__Lang__patch1-Lang-6-SketchFix,Lang-6,SketchFix,correct,2,True,False
b831d83b8e40d93b96db53a59c469f5055c328f2,Patches_others__Dcorrect__CapGen__Math__patch1-Math-33-CapGen,Math-33,CapGen,correct,3,True,False
b831d83b8e40d93b96db53a59c469f5055c328f2,Patches_others__Dcorrect__SOFix__Math__patch1-Math-33-SOFix,Math-33,SOFix,correct,3,True,False
b831d83b8e40d93b96db53a59c469f5055c328f2,Patches_others__Dcorrect__SketchFix__Math__patch1-Math-33-SketchFix,Math-33,SketchFix,correct,3,True,False
7b780a345a4c367353336af33e0afc7543ef7a9a,Patches_others__Dcorrect__CapGen__Math__patch1-Math-57-CapGen,Math-57,CapGen,correct,3,True,False
7b780a345a4c367353336af33e0afc7543ef7a9a,Patches_others__Dcorrect__SOFix__Math__patch1-Math-57-SOFix,Math-57,SOFix,correct,3,True,False
7b780a345a4c367353336af33e0afc7543ef7a9a,Patches_others__Dcorrect__SequenceR__Math__patch1-Math-57-SequenceR,Math-57,SequenceR,correct,3,True,False
ff86a9be1091b7745c6a09b5c43825da5c063922,Patches_others__Dcorrect__CapGen__Math__patch1-Math-59-CapGen,Math-59,CapGen,correct,3,True,False
ff86a9be1091b7745c6a09b5c43825da5c063922,Patches_others__Dcorrect__SOFix__Math__patch1-Math-59-SOFix,Math-59,SOFix,correct,3,True,False
ff86a9be1091b7745c6a09b5c43825da5c063922,Patches_others__Dcorrect__SketchFix__Math__patch1-Math-59-SketchFix,Math-59,SketchFix,correct,3,True,False
57ce37930b91954c22918552fe070ee9c178cc8e,Patches_others__Dcorrect__CapGen__Math__patch1-Math-70-CapGen,Math-70,CapGen,correct,2,True,False
57ce37930b91954c22918552fe070ee9c178cc8e,Patches_others__Dcorrect__SOFix__Math__patch1-Math-70-SOFix,Math-70,SOFix,correct,2,True,False
72d1134af123bab4d5f941e153e6750a5fbe5672,Patches_others__Dcorrect__CapGen__Math__patch1-Math-75-CapGen,Math-75,CapGen,correct,2,True,False
72d1134af123bab4d5f941e153e6750a5fbe5672,Patches_others__Dcorrect__SOFix__Math__patch1-Math-75-SOFix,Math-75,SOFix,correct,2,True,False
0fe43d558617a9dd8cb504d4a334b133d85cf25f,Patches_others__Dcorrect__CapGen__Math__patch1-Math-80-CapGen,Math-80,CapGen,correct,2,True,False
0fe43d558617a9dd8cb504d4a334b133d85cf25f,Patches_others__Dcorrect__SOFix__Math__patch1-Math-80-SOFix,Math-80,SOFix,correct,2,True,False
d1771c4324be88db64c9c5dba234937d96526ed5,Patches_others__Dcorrect__CapGen__Math__patch1-Math-85-CapGen,Math-85,CapGen,correct,2,True,False
d1771c4324be88db64c9c5dba234937d96526ed5,Patches_others__Dcorrect__SOFix__Math__patch1-Math-85-SOFix,Math-85,SOFix,correct,2,True,False
3331410ea3e98a5e0b881950a951dbba34c45323,Patches_others__Dcorrect__SOFix__Math__patch1-Math-5-SOFix,Math-5,SOFix,correct,2,True,False
3331410ea3e98a5e0b881950a951dbba34c45323,Patches_others__Dcorrect__SketchFix__Math__patch1-Math-5-SketchFix,Math-5,SketchFix,correct,2,True,False
6c35f943fbe9f0d2aef73384c4732d6e7d702027,Patches_others__Dcorrect__SOFix__Math__patch1-Math-82-SOFix,Math-82,SOFix,correct,2,True,False
6c35f943fbe9f0d2aef73384c4732d6e7d702027,Patches_others__Dcorrect__SketchFix__Math__patch1-Math-82-SketchFix,Math-82,SketchFix,correct,2,True,False
63b8db600b362fd5a6f71bcc8c80c6f5eb310dc3,Patches_others__Doverfitting__Jaid__Closure__patch1-Closure-62-Jaid-plausible,Closure-62,Jaid,overfitting,2,False,False
63b8db600b362fd5a6f71bcc8c80c6f5eb310dc3,Patches_others__Doverfitting__Jaid__Closure__patch1-Closure-63-Jaid-plausible,Closure-63,Jaid,overfitting,2,False,False
b435b8e6946ddaafb2e871d6b329bc3df5e3e778,Patches_others__Doverfitting__SequenceR__Closure__patch1-Closure-92-SequenceR,Closure-92,SequenceR,overfitting,2,False,False
b435b8e6946ddaafb2e871d6b329bc3df5e3e778,Patches_others__Doverfitting__SequenceR__Closure__patch1-Closure-93-SequenceR,Closure-93,SequenceR,overfitting,2,False,False
d8163491741b0ef61f3fe7113b6a497507638edd,Patches_others__Doverfitting__SequenceR__Closure__patch10-Closure-92-SequenceR,Closure-92,SequenceR,overfitting,2,False,False
d8163491741b0ef61f3fe7113b6a497507638edd,Patches_others__Doverfitting__SequenceR__Closure__patch10-Closure-93-SequenceR,Closure-93,SequenceR,overfitting,2,False,False
d98f4d91243d4a76ce3e54797b61fe54eb3843ab,Patches_others__Doverfitting__SequenceR__Closure__patch2-Closure-92-SequenceR,Closure-92,SequenceR,overfitting,2,False,False
d98f4d91243d4a76ce3e54797b61fe54eb3843ab,Patches_others__Doverfitting__SequenceR__Closure__patch2-Closure-93-SequenceR,Closure-93,SequenceR,overfitting,2,False,False
3270c7ac8407e622a2bc85a55ef1b37d4c1f8451,Patches_others__Doverfitting__SequenceR__Closure__patch3-Closure-92-SequenceR,Closure-92,SequenceR,overfitting,2,False,False
3270c7ac8407e622a2bc85a55ef1b37d4c1f8451,Patches_others__Doverfitting__SequenceR__Closure__patch3-Closure-93-SequenceR,Closure-93,SequenceR,overfitting,2,False,False
64d4de9e0a753a3a1aaf9081a903986d5facc5e8,Patches_others__Doverfitting__SequenceR__Closure__patch4-Closure-92-SequenceR,Closure-92,SequenceR,overfitting,2,False,False
64d4de9e0a753a3a1aaf9081a903986d5facc5e8,Patches_others__Doverfitting__SequenceR__Closure__patch4-Closure-93-SequenceR,Closure-93,SequenceR,overfitting,2,False,False
e6f47d5cc8c01b2226975ffa2fe6d2af168e2e0c,Patches_others__Doverfitting__SequenceR__Closure__patch5-Closure-92-SequenceR,Closure-92,SequenceR,overfitting,2,False,False
e6f47d5cc8c01b2226975ffa2fe6d2af168e2e0c,Patches_others__Doverfitting__SequenceR__Closure__patch5-Closure-93-SequenceR,Closure-93,SequenceR,overfitting,2,False,False
8318fcba2e097dc44e045de7c053c61c76b45e5f,Patches_others__Doverfitting__SequenceR__Closure__patch6-Closure-92-SequenceR,Closure-92,SequenceR,overfitting,2,False,False
8318fcba2e097dc44e045de7c053c61c76b45e5f,Patches_others__Doverfitting__SequenceR__Closure__patch6-Closure-93-SequenceR,Closure-93,SequenceR,overfitting,2,False,False
a254167a3617316bf1f9f5cd76f63fdda2c70028,Patches_others__Doverfitting__SequenceR__Closure__patch8-Closure-92-SequenceR,Closure-92,SequenceR,overfitting,2,False,False
a254167a3617316bf1f9f5cd76f63fdda2c70028,Patches_others__Doverfitting__SequenceR__Closure__patch8-Closure-93-SequenceR,Closure-93,SequenceR,overfitting,2,False,False
5d6a2aa670b83bafecfd37b4321123f288296812,Patches_others__Doverfitting__SequenceR__Closure__patch9-Closure-92-SequenceR,Closure-92,SequenceR,overfitting,2,False,False
5d6a2aa670b83bafecfd37b4321123f288296812,Patches_others__Doverfitting__SequenceR__Closure__patch9-Closure-93-SequenceR,Closure-93,SequenceR,overfitting,2,False,False
