patch_id,bug_id,project,bug_number,ground_truth_label,original_label,original_dataset_location,normalized_patch_location,duplicate_group_id,APR_tool,included_primary,included_sensitivity,correction_status,exclusion_reason,label_sensitivity,exclusion_reason_sensitivity,trigger_tests_available,buggy_checkout_available,fixed_checkout_available,patch_applies,patch_compiles,original_tests_pass
Patches_ICSE__Doverfitting__GenProg__Closure__patch1-Closure-21-GenProg-plausible,Closure-21,Closure,21,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/GenProg/Closure/patch1-Closure-21-GenProg-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__GenProg__Closure__patch1-Closure-21-GenProg-plausible.diff,,GenProg,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__GenProg__Closure__patch1-Closure-22-GenProg-plausible,Closure-22,Closure,22,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/GenProg/Closure/patch1-Closure-22-GenProg-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__GenProg__Closure__patch1-Closure-22-GenProg-plausible.diff,,GenProg,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__GenProg__Closure__patch1-Closure-55-GenProg-plausible,Closure-55,Closure,55,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/GenProg/Closure/patch1-Closure-55-GenProg-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__GenProg__Closure__patch1-Closure-55-GenProg-plausible.diff,,GenProg,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__GenProg__Closure__patch1-Closure-59-GenProg-plausible,Closure-59,Closure,59,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/GenProg/Closure/patch1-Closure-59-GenProg-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__GenProg__Closure__patch1-Closure-59-GenProg-plausible.diff,,GenProg,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__GenProg__Closure__patch1-Closure-67-GenProg-plausible,Closure-67,Closure,67,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/GenProg/Closure/patch1-Closure-67-GenProg-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__GenProg__Closure__patch1-Closure-67-GenProg-plausible.diff,,GenProg,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__GenProg__Closure__patch1-Closure-75-GenProg-plausible,Closure-75,Closure,75,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/GenProg/Closure/patch1-Closure-75-GenProg-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__GenProg__Closure__patch1-Closure-75-GenProg-plausible.diff,,GenProg,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__GenProg__Closure__patch1-Closure-78-GenProg-plausible,Closure-78,Closure,78,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/GenProg/Closure/patch1-Closure-78-GenProg-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__GenProg__Closure__patch1-Closure-78-GenProg-plausible.diff,,GenProg,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__GenProg__Lang__patch1-Lang-7-GenProg-plausible,Lang-7,Lang,7,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/GenProg/Lang/patch1-Lang-7-GenProg-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__GenProg__Lang__patch1-Lang-7-GenProg-plausible.diff,,GenProg,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__GenProg__Math__patch1-Math-2-GenProg-plausible,Math-2,Math,2,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/GenProg/Math/patch1-Math-2-GenProg-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__GenProg__Math__patch1-Math-2-GenProg-plausible.diff,,GenProg,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__GenProg__Math__patch1-Math-28-GenProg-plausible,Math-28,Math,28,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/GenProg/Math/patch1-Math-28-GenProg-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__GenProg__Math__patch1-Math-28-GenProg-plausible.diff,DUP0050,GenProg,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__GenProg__Math__patch1-Math-31-GenProg-plausible,Math-31,Math,31,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/GenProg/Math/patch1-Math-31-GenProg-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__GenProg__Math__patch1-Math-31-GenProg-plausible.diff,,GenProg,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__GenProg__Math__patch1-Math-40-GenProg-plausible,Math-40,Math,40,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/GenProg/Math/patch1-Math-40-GenProg-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__GenProg__Math__patch1-Math-40-GenProg-plausible.diff,,GenProg,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__GenProg__Math__patch1-Math-80-GenProg-plausible,Math-80,Math,80,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/GenProg/Math/patch1-Math-80-GenProg-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__GenProg__Math__patch1-Math-80-GenProg-plausible.diff,,GenProg,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__GenProg__Math__patch1-Math-81-GenProg-plausible,Math-81,Math,81,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/GenProg/Math/patch1-Math-81-GenProg-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__GenProg__Math__patch1-Math-81-GenProg-plausible.diff,,GenProg,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__GenProg__Math__patch1-Math-82-GenProg-plausible,Math-82,Math,82,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/GenProg/Math/patch1-Math-82-GenProg-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__GenProg__Math__patch1-Math-82-GenProg-plausible.diff,DUP0076,GenProg,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__GenProg__Math__patch1-Math-85-GenProg-plausible,Math-85,Math,85,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/GenProg/Math/patch1-Math-85-GenProg-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__GenProg__Math__patch1-Math-85-GenProg-plausible.diff,,GenProg,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__GenProg__Math__patch1-Math-95-GenProg-plausible,Math-95,Math,95,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/GenProg/Math/patch1-Math-95-GenProg-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__GenProg__Math__patch1-Math-95-GenProg-plausible.diff,,GenProg,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Kali__Chart__patch1-Chart-1-Kali-plausible,Chart-1,Chart,1,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Kali/Chart/patch1-Chart-1-Kali-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Kali__Chart__patch1-Chart-1-Kali-plausible.diff,,Kali,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Kali__Chart__patch1-Chart-12-Kali-plausible,Chart-12,Chart,12,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Kali/Chart/patch1-Chart-12-Kali-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Kali__Chart__patch1-Chart-12-Kali-plausible.diff,,Kali,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Kali__Chart__patch1-Chart-15-Kali-plausible,Chart-15,Chart,15,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Kali/Chart/patch1-Chart-15-Kali-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Kali__Chart__patch1-Chart-15-Kali-plausible.diff,,Kali,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Kali__Chart__patch1-Chart-25-Kali-plausible,Chart-25,Chart,25,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Kali/Chart/patch1-Chart-25-Kali-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Kali__Chart__patch1-Chart-25-Kali-plausible.diff,,Kali,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Kali__Chart__patch1-Chart-26-Kali-plausible,Chart-26,Chart,26,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Kali/Chart/patch1-Chart-26-Kali-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Kali__Chart__patch1-Chart-26-Kali-plausible.diff,,Kali,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Kali__Chart__patch1-Chart-5-Kali-plausible,Chart-5,Chart,5,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Kali/Chart/patch1-Chart-5-Kali-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Kali__Chart__patch1-Chart-5-Kali-plausible.diff,,Kali,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-1-Kali-plausible,Closure-1,Closure,1,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Kali/Closure/patch1-Closure-1-Kali-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-1-Kali-plausible.diff,,Kali,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-10-Kali-plausible,Closure-10,Closure,10,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Kali/Closure/patch1-Closure-10-Kali-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-10-Kali-plausible.diff,,Kali,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-112-Kali-plausible,Closure-112,Closure,112,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Kali/Closure/patch1-Closure-112-Kali-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-112-Kali-plausible.diff,,Kali,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-114-Kali-plausible,Closure-114,Closure,114,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Kali/Closure/patch1-Closure-114-Kali-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-114-Kali-plausible.diff,,Kali,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-117-Kali-plausible,Closure-117,Closure,117,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Kali/Closure/patch1-Closure-117-Kali-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-117-Kali-plausible.diff,,Kali,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-119-Kali-plausible,Closure-119,Closure,119,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Kali/Closure/patch1-Closure-119-Kali-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-119-Kali-plausible.diff,,Kali,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-12-Kali-plausible,Closure-12,Closure,12,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Kali/Closure/patch1-Closure-12-Kali-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-12-Kali-plausible.diff,,Kali,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-120-Kali-plausible,Closure-120,Closure,120,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Kali/Closure/patch1-Closure-120-Kali-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-120-Kali-plausible.diff,,Kali,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-121-Kali-plausible,Closure-121,Closure,121,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Kali/Closure/patch1-Closure-121-Kali-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-121-Kali-plausible.diff,,Kali,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-122-Kali-plausible,Closure-122,Closure,122,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Kali/Closure/patch1-Closure-122-Kali-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-122-Kali-plausible.diff,,Kali,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-124-Kali-plausible,Closure-124,Closure,124,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Kali/Closure/patch1-Closure-124-Kali-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-124-Kali-plausible.diff,,Kali,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-125-Kali-plausible,Closure-125,Closure,125,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Kali/Closure/patch1-Closure-125-Kali-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-125-Kali-plausible.diff,,Kali,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-127-Kali-plausible,Closure-127,Closure,127,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Kali/Closure/patch1-Closure-127-Kali-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-127-Kali-plausible.diff,,Kali,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-129-Kali-plausible,Closure-129,Closure,129,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Kali/Closure/patch1-Closure-129-Kali-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-129-Kali-plausible.diff,,Kali,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-130-Kali-plausible,Closure-130,Closure,130,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Kali/Closure/patch1-Closure-130-Kali-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-130-Kali-plausible.diff,,Kali,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-131-Kali-plausible,Closure-131,Closure,131,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Kali/Closure/patch1-Closure-131-Kali-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-131-Kali-plausible.diff,,Kali,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-132-Kali-plausible,Closure-132,Closure,132,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Kali/Closure/patch1-Closure-132-Kali-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-132-Kali-plausible.diff,,Kali,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-15-Kali-plausible,Closure-15,Closure,15,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Kali/Closure/patch1-Closure-15-Kali-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-15-Kali-plausible.diff,,Kali,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-20-Kali-plausible,Closure-20,Closure,20,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Kali/Closure/patch1-Closure-20-Kali-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-20-Kali-plausible.diff,,Kali,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-21-Kali-plausible,Closure-21,Closure,21,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Kali/Closure/patch1-Closure-21-Kali-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-21-Kali-plausible.diff,,Kali,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-22-Kali-plausible,Closure-22,Closure,22,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Kali/Closure/patch1-Closure-22-Kali-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-22-Kali-plausible.diff,,Kali,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-26-Kali-plausible,Closure-26,Closure,26,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Kali/Closure/patch1-Closure-26-Kali-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-26-Kali-plausible.diff,,Kali,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-29-Kali-plausible,Closure-29,Closure,29,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Kali/Closure/patch1-Closure-29-Kali-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-29-Kali-plausible.diff,,Kali,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-3-Kali-plausible,Closure-3,Closure,3,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Kali/Closure/patch1-Closure-3-Kali-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-3-Kali-plausible.diff,,Kali,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-30-Kali-plausible,Closure-30,Closure,30,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Kali/Closure/patch1-Closure-30-Kali-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-30-Kali-plausible.diff,,Kali,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-31-Kali-plausible,Closure-31,Closure,31,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Kali/Closure/patch1-Closure-31-Kali-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-31-Kali-plausible.diff,,Kali,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-33-Kali-plausible,Closure-33,Closure,33,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Kali/Closure/patch1-Closure-33-Kali-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-33-Kali-plausible.diff,,Kali,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-36-Kali-plausible,Closure-36,Closure,36,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Kali/Closure/patch1-Closure-36-Kali-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-36-Kali-plausible.diff,,Kali,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-45-Kali-plausible,Closure-45,Closure,45,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Kali/Closure/patch1-Closure-45-Kali-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-45-Kali-plausible.diff,,Kali,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-46-Kali-plausible,Closure-46,Closure,46,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Kali/Closure/patch1-Closure-46-Kali-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-46-Kali-plausible.diff,DUP0030,Kali,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-49-Kali-plausible,Closure-49,Closure,49,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Kali/Closure/patch1-Closure-49-Kali-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-49-Kali-plausible.diff,,Kali,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-5-Kali-plausible,Closure-5,Closure,5,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Kali/Closure/patch1-Closure-5-Kali-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-5-Kali-plausible.diff,,Kali,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-50-Kali-plausible,Closure-50,Closure,50,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Kali/Closure/patch1-Closure-50-Kali-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-50-Kali-plausible.diff,,Kali,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-55-Kali-plausible,Closure-55,Closure,55,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Kali/Closure/patch1-Closure-55-Kali-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-55-Kali-plausible.diff,,Kali,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-59-Kali-plausible,Closure-59,Closure,59,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Kali/Closure/patch1-Closure-59-Kali-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-59-Kali-plausible.diff,,Kali,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-61-Kali-plausible,Closure-61,Closure,61,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Kali/Closure/patch1-Closure-61-Kali-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-61-Kali-plausible.diff,,Kali,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-64-Kali-plausible,Closure-64,Closure,64,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Kali/Closure/patch1-Closure-64-Kali-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-64-Kali-plausible.diff,,Kali,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-67-Kali-plausible,Closure-67,Closure,67,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Kali/Closure/patch1-Closure-67-Kali-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-67-Kali-plausible.diff,,Kali,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-68-Kali-plausible,Closure-68,Closure,68,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Kali/Closure/patch1-Closure-68-Kali-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-68-Kali-plausible.diff,,Kali,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-7-Kali-plausible,Closure-7,Closure,7,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Kali/Closure/patch1-Closure-7-Kali-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-7-Kali-plausible.diff,,Kali,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-72-Kali-plausible,Closure-72,Closure,72,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Kali/Closure/patch1-Closure-72-Kali-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-72-Kali-plausible.diff,,Kali,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-75-Kali-plausible,Closure-75,Closure,75,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/Kali/Closure/patch1-Closure-75-Kali-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__Kali__Closure__patch1-Closure-75-Kali-plausible.diff,,Kali,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
